NodeID,Latitude,Longitude,Neighbor1,Distance1,Neighbor2,Distance2,Neighbor3,Distance3,Neighbor4,Distance4,Neighbor5,Distance5,Neighbor6,Distance6
34394,34.5807411528,-68.4685917908,24448,96,34147,122,33355,86,36622,72,30970,99,35708,96
34395,28.5361729371,-85.4550515824,43392,44,26954,65,35403,59,42646,58,41656,69,27482,66
34402,43.2424339681,-51.2610746609,31938,78,35300,53,33963,67,34507,67,31950,86,31955,95
34420,45.1063530539,-57.6976618965,31072,53,36713,59,28779,54,27792,46,25016,54,35544,58
34424,32.276676784,-73.1473741988,34663,75,34867,72,26293,66,28051,84,24604,83,33885,71
34451,39.7453974846,-59.1288023221,34552,61,34666,59,34565,73,34805,80,30540,77,N/A,N/A
34507,43.9761950193,-50.0711597616,34402,67,31930,61,31955,72,31892,67,33963,56,N/A,N/A
34536,30.3880148162,-79.6432099335,32973,59,42927,54,43122,60,41302,71,33594,62,42683,45
34540,52.7310927316,-81.6302389263,12481,16,12482,8,12483,7,12484,10,12485,14,39726,29
34552,40.7057727025,-59.6150336324,25796,59,34565,68,34666,73,35155,46,34451,61,29221,73
34565,40.6891309576,-58.1143291132,32965,81,33317,96,35155,56,30540,90,34451,73,31126,64
34568,58.6946669054,-59.9893849375,35071,55,34913,50,32935,54,28334,56,24114,72,24787,63
34570,49.5480965742,-59.2039702925,41111,45,36130,25,41406,31,38874,32,39926,29,N/A,N/A
34622,21.2557685914,-72.9213730976,26632,65,26326,70,40498,72,35025,58,24626,51,42486,57
34642,62.1470939432,-68.3138492644,21408,25,21409,31,25223,43,41098,43,35282,55,39923,34
34663,32.7789510479,-71.7912790022,32615,87,34226,86,34867,68,30717,101,34424,75,33885,81
34666,39.6465557156,-60.4046770992,25796,77,24453,68,27175,63,34451,59,34805,92,34552,73
34667,32.0671538698,-79.5871109306,40480,44,43267,45,27432,55,42927,57,39831,34,43122,54
34679,42.5614468177,-63.3703253465,31558,52,25804,56,43287,51,35703,53,42424,61,29820,53
34702,50.2687377191,-44.2306270907,34240,102,32458,89,29386,103,35695,90,33362,97,33557,85
34715,62.5967495507,-80.22616004,28065,62,41306,58,31011,65,42767,57,28144,66,34842,55
34721,38.1385716237,-73.2647020364,25216,62,26720,75,34830,43,35153,45,26196,62,41788,60
34737,27.6387145399,-73.2787446371,27649,86,31074,74,35052,76,35138,73,34331,64,28316,85
34739,47.320453258,-60.6859119655,42339,58,35435,54,34108,57,42787,34,36121,46,24316,50
34771,40.3605843947,-72.50488966,41123,43,37126,39,41839,42,27509,68,37019,56,31037,61
34772,60.761462785,-50.9867893883,42532,46,27884,58,24749,53,30779,44,43133,53,27844,58
34783,61.9583626036,-56.5996845022,35745,66,25379,64,24187,61,27130,56,27803,45,24989,59
34794,60.0163899219,-58.1822447241,35071,50,32770,58,28004,62,28336,73,27943,67,32935,50
34799,41.7657412524,-69.5970005481,39049,53,26241,39,31410,40,42257,48,30021,51,N/A,N/A
34805,38.4116244762,-59.217990178,32320,99,24453,89,34666,92,30540,91,35022,101,34451,80
34812,34.1932685862,-62.4088234543,35807,123,26376,126,24427,127,31474,131,30935,123,36347,91
34814,19.5643120832,-67.9915519111,32881,41,25618,51,36595,37,41025,49,N/A,N/A,N/A,N/A
34830,38.8525771001,-73.1258455917,25216,66,34721,43,41788,48,27509,46,27080,40,N/A,N/A
34842,62.0699723513,-81.8823316345,26951,51,28144,53,28065,58,25043,48,34715,55,N/A,N/A
34858,61.1831128954,-64.2506166626,34892,47,38358,52,27508,44,35189,61,33302,42,N/A,N/A
34860,19.1759430185,-77.361450272,38943,39,35508,39,24694,62,37242,52,N/A,N/A,N/A,N/A
34863,56.4617762007,-81.0930979689,42879,51,27589,59,25254,66,24199,57,43314,53,42740,51
34866,21.7569301342,-96.7681820995,25344,65,35105,42,36810,67,25328,62,42003,52,39704,34
34867,33.4655730787,-72.882580877,32615,86,34663,68,31028,69,26293,74,34424,72,31164,66
34871,56.4654935066,-85.9378205461,41798,38,25065,47,32907,57,37651,55,36628,65,41726,35
34889,57.7906790628,-87.8159129311,27878,66,36585,43,32907,59,38124,58,26704,64,37651,68
34892,60.9715295559,-65.8251355636,35107,58,25223,57,38601,65,34858,47,35189,70,38358,63
34901,21.6277344854,-81.2349498761,22903,25,27356,54,37911,21,22901,38,22902,28,39927,41
34902,27.0757219892,-91.8651211957,26607,47,32850,50,27786,43,42981,55,24614,51,N/A,N/A
34913,57.9690759835,-59.191814353,34568,50,24114,51,28259,44,36314,48,28334,54,N/A,N/A
34930,31.2248830536,-77.08233835,26627,57,32868,63,34378,57,42542,63,34161,61,30292,59
34975,46.0113099537,-50.7129197104,31999,54,28545,48,31947,55,31892,61,31876,49,N/A,N/A
34992,21.6855487831,-75.5737442055,41956,36,36720,51,36660,46,38552,43,35812,56,37348,46
35019,28.3042392487,-94.3861282319,24196,60,39271,57,26987,70,42375,64,41140,62,37048,66
35022,37.2155436165,-60.7145520178,24453,88,26376,107,31474,112,34805,101,27191,75,24510,94
35025,20.8909441323,-73.8811675724,36720,57,34256,49,24626,46,42486,45,36122,55,34622,58
35032,27.6954064425,-79.5511266681,43394,47,40708,66,27059,66,42420,49,38517,37,36821,52
35037,61.6234392783,-88.6916865891,43393,54,24770,65,43118,55,42993,54,26869,56,43350,47
35045,32.245480247,-68.6117596452,34147,115,29512,105,36622,68,29744,124,34226,98,30717,97
35052,26.8416392323,-72.1642904833,35138,81,24086,85,30876,73,34737,76,35286,76,28316,93
35067,59.767601347,-48.4521593728,42959,42,37537,64,31110,56,24687,61,24209,60,30779,60
35069,28.8423576688,-70.3953483011,25887,127,35138,95,29512,119,33994,106,30895,121,30836,115
35071,59.19256927,-58.4730476514,32770,42,32935,41,24114,53,34794,50,34568,55,N/A,N/A
35086,29.519965767,-84.0377547803,11647,14,11648,15,11649,20,28068,44,40677,28,40143,18
35105,21.1498695195,-97.1464085187,11432,11,11433,11,11434,12,11435,15,40048,12,40849,21
35107,60.4256662249,-67.4896190644,38601,62,41162,51,34892,58,43223,54,35282,58,25335,57
35138,28.1881050314,-72.0477708353,35052,81,34737,73,30836,93,34331,67,30876,78,35069,95
35153,38.0536805123,-74.2221573656,34721,45,36068,45,42172,43,42991,51,26196,62,41788,48
35155,41.3356445264,-59.0061626191,34552,46,34565,56,32965,52,29221,55,N/A,N/A,N/A,N/A
35189,62.1031868692,-65.213714355,41098,66,25223,56,27752,68,34858,61,34892,70,27508,52
35208,33.1147600803,-77.1906173663,26627,68,43339,45,42542,66,42064,60,25589,67,29078,60
35220,61.0664820201,-92.4881291027,42435,44,41765,38,35464,66,43118,59,39985,37,28023,50
35282,61.2360807359,-68.6184988039,35107,58,25223,53,41162,54,40560,41,39826,48,39923,56
35286,26.1515377333,-70.9622283191,35052,76,30895,96,28242,79,24086,90,24441,77,30876,72
35288,19.1456683283,-74.5406631188,40782,59,34256,67,36953,63,N/A,N/A,N/A,N/A,N/A,N/A
35300,43.9297448846,-52.0524332698,31912,49,31938,52,33963,43,34402,53,N/A,N/A,N/A,N/A
35301,60.0238158331,-80.9827776189,35600,51,31401,44,27829,49,28149,53,24038,41,N/A,N/A
35342,40.624528854,-68.7909684351,26335,46,26241,53,30084,49,30021,51,31206,46,N/A,N/A
35360,48.000902136,-41.9014174944,35727,71,32899,99,32458,99,35695,86,N/A,N/A,N/A,N/A
35363,61.209268829,-84.1969802984,26859,44,25043,39,28181,42,27741,46,N/A,N/A,N/A,N/A
35364,48.1787681893,-45.7541897419,29464,76,33705,65,32458,75,33020,59,33362,65,N/A,N/A
35403,29.2563433721,-86.2426077085,36354,56,37094,51,30124,70,38900,51,43352,41,41656,60
35408,44.276765703,-66.973008388,42722,40,39268,26,35465,40,40714,27,40086,32,41175,29
35435,46.4643914742,-61.1551737221,37247,60,42339,52,36264,43,34318,57,34739,54,24316,54
35438,45.9502317393,-55.8858881942,43395,43,36713,45,28779,60,31987,48,37179,61,38812,50
35464,59.9647240147,-92.5505046723,40095,55,35490,66,35473,72,41939,55,35220,66,25240,63
35465,43.6680891396,-67.376762645,25567,54,42722,48,43011,44,36747,55,35408,40,40086,48
35471,41.6612323592,-65.8256108486,29442,63,28911,58,28917,63,42424,60,25497,70,42458,53
35473,59.8906552705,-90.1479484772,27168,60,35464,72,25364,61,25240,44,24221,54,36574,49
35490,58.8675240437,-92.8349054205,40095,56,40608,44,35464,66,37961,21,38063,34,24784,62
35503,62.7532008642,-70.3412184169,40323,24,39946,15,21391,9,21392,5,21393,4,21394,4
35508,19.814286171,-77.5570328402,38943,24,34860,39,22936,12,22937,14,40478,32,36478,36
35511,43.2732287832,-69.6720649012,37732,24,40554,23,36747,58,41165,35,41809,31,31410,54
35527,55.9922247192,-60.9651744327,12256,14,12257,10,12258,8,12259,8,12260,10,41045,20
35530,19.9053909866,-92.2477978777,24544,67,43080,68,43062,55,39500,59,37264,70,N/A,N/A
35544,46.0415248271,-58.092537416,42727,53,36713,46,27847,54,34420,58,25016,46,43034,52
35546,28.4971429795,-90.5901454822,40995,45,35972,41,42981,57,37034,51,11567,42,39994,36
35596,19.596175205,-79.1298747311,25253,54,30728,51,42294,65,36478,54,N/A,N/A,N/A,N/A
35600,60.5944890598,-79.6710770715,35301,51,40144,48,31401,60,39277,49,28144,58,27829,50
35605,24.2926962033,-79.6345199395,28298,61,43082,55,34286,55,42962,53,24564,66,39959,56
35615,48.726417528,-51.8536204293,41280,49,26657,60,42700,43,32013,59,33971,56,29143,61
35627,35.9578075404,-56.6605787665,25983,112,32320,109,33665,92,31250,140,30621,116,24510,115
35646,48.6456387647,-48.4666548759,33705,48,29403,39,25676,44,32142,46,N/A,N/A,N/A,N/A
35657,20.0940506399,-85.5045187844,31730,52,28214,38,25355,53,33044,43,25110,44,N/A,N/A
35661,29.1043954192,-78.8188729694,27308,55,27059,59,43384,48,28377,54,33594,50,42683,45
35665,26.1355887249,-83.2425895913,35752,61,42665,56,40364,56,26928,67,26519,68,25145,49
35691,45.0116968919,-54.6918357326,43395,46,28554,38,31987,32,32076,48,31958,46,N/A,N/A
35695,49.4224808434,-42.2864130313,34240,76,34702,90,32458,80,35360,86,N/A,N/A,N/A,N/A
35703,43.0692494175,-62.3857520557,26348,59,24846,58,43287,52,34679,53,25486,52,29820,56
35708,35.1295864927,-66.6237503129,30935,93,34147,115,34394,96,30970,79,25747,105,N/A,N/A
35727,46.9196098815,-41.1669950265,35360,71,32899,69,29243,67,N/A,N/A,N/A,N/A,N/A,N/A
35745,62.3870026946,-54.4187243314,34783,66,25217,64,25379,65,43110,44,25288,68,28244,64
35752,26.7148057449,-84.1799003148,26519,68,31080,47,35665,61,25045,47,26928,53,N/A,N/A
35807,32.6024069308,-63.960236384,34147,140,25038,132,36563,90,30935,141,31386,149,36347,92
35812,22.5761067757,-75.9087455747,25248,62,37348,66,42446,61,34992,56,36660,50,24024,62
35825,55.4998149325,-56.1041192847,24882,54,30922,45,43387,45,42717,46,27710,54,N/A,N/A
35854,30.0634055962,-87.9559684003,36354,48,42885,15,40933,41,37002,28,38319,23,36599,45
35908,21.4060615376,-90.620421389,36352,48,42692,43,37706,43,40268,31,37134,48,42132,55
35950,62.2873790277,-42.2896489765,37987,2,19527,1,19528,1,19529,1,42857,2,39221,1
35972,29.0881418771,-90.9916610292,37152,42,11563,21,11564,15,11565,11,11566,12,11567,20
35974,44.472042103,-63.4715864389,12057,3,42869,11,39033,5,12058,2,12059,1,12060,3
35982,35.3045348758,-75.7287444784,40034,45,38855,17,38447,20,41648,43,29429,54,11863,20
35984,20.0703536385,-87.177047791,11263,10,11264,8,11265,15,41478,16,38990,28,31730,41
35986,49.6348777674,-65.0342862168,39231,29,40033,35,39461,47,41678,46,12118,35,12119,33
35996,63.2818768091,-50.9325901897,19967,3,19968,2,19969,2,19970,3,19971,6,39780,19
35998,55.8868031926,-85.6975082975,39074,18,41031,16,42027,31,25065,36,39179,13,34871,35
36024,57.1910520478,-89.6829317595,12576,14,12577,10,12578,16,38124,30,42221,17,39470,36
36033,44.8610962688,-62.4875365633,12069,2,12070,1,12071,1,12072,1,12073,1,12074,1
36051,50.4486848456,-54.3494190408,40128,62,27362,51,42278,41,42892,52,41773,46,27472,60
36057,62.9908702002,-90.374375242,24767,61,41925,47,12668,34,42993,52,12669,35,43350,53
36068,38.0626789343,-75.1753922782,11885,20,11886,19,42991,44,35153,45,38357,21,42172,33
36079,29.1544468259,-90.104037023,40196,0,42887,1,42796,0,39183,0,37236,0,38743,1
36080,55.6816640069,-84.0768056394,40511,18,25065,32,42027,31,40537,24,25254,44,N/A,N/A
36104,23.2967874032,-82.9155537676,42752,39,36162,48,22898,44,22897,48,28114,54,27998,56
36117,21.195316456,-76.1688295773,41956,10,22802,3,22803,1,22804,1,22805,2,40349,3
36121,48.0411395389,-60.2398553642,42051,50,37426,37,34739,46,42787,35,39736,30,34108,52
36122,20.6094552876,-74.8262848376,36720,53,22792,28,22793,28,37866,26,34256,62,35025,55
36130,49.9623450532,-59.3646957245,41111,38,38688,23,34570,25,39148,31,41406,37,N/A,N/A
36134,22.7031232918,-78.4662590189,39648,37,38467,26,40900,55,34118,45,37580,22,24564,55
36136,44.4502548696,-62.4497147216,25486,35,39379,33,42869,32,41335,21,24846,58,40955,23
36144,53.7395478333,-82.1385741203,42488,7,37067,1,37492,3,12502,1,12503,1,12504,1
36162,23.4135200973,-82.0471670111,42752,43,39489,39,36104,48,22896,38,22897,39,27926,50
36169,24.5650926926,-82.6576329442,42752,39,42665,51,27926,63,27998,63,43293,47,27390,63
36207,21.741423933,-77.1690474271,25248,27,42855,8,42888,21,41613,14,22830,6,22831,5
36264,45.7719290177,-61.4958445125,37247,43,42784,28,37317,36,35435,43,34318,51,39860,19
36279,59.3653856774,-63.2229689713,40543,28,12289,23,12290,21,12291,19,12292,19,12293,23
36281,20.6329284283,-95.7062703184,25328,53,34337,49,42003,47,34380,51,37838,49,N/A,N/A
36291,34.2051007095,-77.7694115801,42064,16,39739,10,39357,6,11845,5,11846,4,N/A,N/A
36312,56.3957351916,-60.2236183128,42975,42,35527,34,41045,35,27254,57,42487,34,37305,51
36314,57.2290827817,-59.789738768,34913,48,28259,57,28334,52,27254,52,36312,52,37305,62
36328,29.6705022342,-93.9464287984,37739,1,11530,1,11531,1,11532,0,11533,0,11534,0
36347,32.6795792958,-62.1305199814,35807,92,31386,109,24427,96,34812,91,N/A,N/A,N/A,N/A
36352,21.3460271044,-91.4834968808,35908,48,37134,62,42132,52,31637,48,43062,47,33306,61
36354,29.4958163943,-87.2858843518,38339,43,37002,43,35403,56,30124,54,35854,48,38900,53
36362,28.5718526757,-80.6697194985,43413,5,11749,10,11750,6,11751,5,40940,26,27059,43
36374,58.3345332282,-78.3106020527,38178,24,40580,18,12393,17,12394,17,12395,19,40146,41
36390,63.2436281328,-74.0759358081,40706,41,43408,41,37681,48,40258,45,41844,43,40757,51
36391,62.5198498834,-50.6020089354,25217,48,39780,29,19975,14,19976,10,19977,9,19978,9
36412,48.0331085871,-52.402012062,35615,47,41280,35,41152,20,40877,42,33971,41,38709,21
36414,39.9561541074,-73.2633299125,41191,30,27080,36,41839,34,34771,42,27509,63,42152,29
36442,26.2367888058,-95.6429973294,43010,62,28364,46,25135,52,27554,43,27514,60,33980,45
36454,45.7778141669,-52.9353691918,31999,54,31876,64,31912,68,28554,48,41970,58,42675,63
36478,19.6520104445,-78.1742382546,30728,45,34860,54,35596,54,35508,36,40478,41,N/A,N/A
36557,60.6428068832,-55.3091961678,24187,47,31696,41,25379,42,28336,48,N/A,N/A,N/A,N/A
36563,31.779488905,-65.451263981,35807,90,29744,89,34147,105,25038,97,N/A,N/A,N/A,N/A
36574,60.6029459412,-90.9513380405,35464,61,35473,49,35220,52,24221,49,43118,46,N/A,N/A
36585,58.3779785199,-88.5939821083,31479,41,26704,41,34889,43,27168,42,N/A,N/A,N/A,N/A
36595,20.1811235812,-68.1367775293,29456,53,41025,56,25618,45,29140,46,34814,37,N/A,N/A
36599,29.3367737282,-88.2108198823,36354,49,40933,49,30858,44,30124,64,35854,45,39484,49
36622,33.3770650451,-68.4128233279,34394,72,34147,89,35045,68,30717,76,N/A,N/A,N/A,N/A
36628,56.9586270376,-84.1708110694,42879,58,25254,69,24200,69,25065,53,32907,68,24692,61
36632,61.6613888196,-93.4868356628,42435,13,37965,2,12652,2,42733,5,12654,2,12655,2
36658,23.5775586997,-97.3964084019,25344,49,39682,18,37420,51,38221,27,42254,31,38416,18
36660,22.2874571448,-75.0579352442,34992,46,36720,52,27562,46,35812,50,26478,61,N/A,N/A
36670,44.4634797464,-60.8848008807,27288,48,39379,44,28139,57,37317,45,24846,48,N/A,N/A
36692,34.8827416046,-73.5960944329,27128,45,24857,49,31164,42,31028,47,N/A,N/A,N/A,N/A
36713,45.9645072254,-56.9833220376,28779,62,35438,45,34420,59,35544,46,43034,51,37179,62
36720,21.484302185,-74.6807698573,27562,60,34992,51,35025,57,36660,52,42486,47,38552,51
36723,56.5718922138,-78.3894777752,36866,63,41996,51,43314,52,42740,47,39768,51,41307,44
36747,43.0896191302,-68.3579599441,43011,48,35465,55,31410,58,30261,56,35511,58,27384,57
36767,53.7859637681,-53.0975286244,31296,57,27014,60,42961,54,26520,73,26553,62,34076,60
36772,24.7698528834,-96.18548495,24165,62,37420,69,36824,61,32473,60,27514,74,33980,51
36798,21.8644552626,-87.6811518836,42273,21,28035,62,43367,45,41610,32,11275,25,11276,18
36810,22.6410639659,-96.0295447166,25344,57,25328,69,34866,67,25076,52,32473,68,27580,59
36821,26.8605649827,-79.85501647,11711,16,11712,15,11713,16,11714,18,11715,20,40708,62
36824,25.221262599,-97.2066568535,11476,21,42292,34,36772,61,37420,48,39028,19,11477,19
36846,28.093503947,-83.29720083,28068,50,39014,34,11661,31,11662,29,11663,30,42641,29
36850,23.4181526469,-80.542722936,39489,44,37865,36,28298,52,22891,31,22892,28,22893,29
36862,63.3829531726,-40.5174869157,37088,48,19543,29,39924,35,19541,18,19542,22,N/A,N/A
36866,55.5085097732,-78.2751255791,12419,24,12420,19,12421,17,38598,49,12423,18,12424,20
36873,62.273405243,-42.3218408059,19527,0,35950,1,39221,0,19525,0,19526,0,N/A,N/A
36953,19.6545875411,-75.5184005767,22975,18,22976,20,41330,33,22973,20,24694,55,N/A,N/A
36965,21.2787428599,-79.109150355,25253,53,22922,21,22923,16,22924,14,22925,15,22926,19
37002,30.214832234,-87.4349398395,11616,12,11617,8,36354,43,38339,19,11620,11,11621,14
37019,41.0197462663,-71.6220010522,11935,22,11936,23,11937,30,41123,35,31720,55,39049,48
37034,28.8149276733,-89.6780332663,35546,51,40995,56,11600,22,30858,60,11597,22,11598,20
37048,29.3253929916,-93.886266256,39271,51,37608,27,35019,66,42375,64,39665,19,42324,18
37053,31.4438412365,-81.006813815,41302,45,11794,23,43122,44,11795,19,11796,15,11797,12
37063,25.8555777297,-81.8144603226,42665,49,11690,23,11691,19,11692,18,11693,22,37743,29
37067,53.7100981598,-82.1551821607,12496,1,36144,1,12497,0,12498,0,12499,0,37492,2
37076,43.9640559817,-64.6215763439,12035,5,12036,4,12037,3,12038,3,12039,3,37832,8
37088,64.1568710529,-40.0036000221,39553,21,19543,25,19544,16,N/A,N/A,N/A,N/A,N/A,N/A
37094,29.9868082225,-85.7306707592,37727,22,35403,51,11630,13,11631,12,11632,15,11633,18
37126,40.8982834208,-73.0102852137,11919,12,41123,29,11917,20,11918,14,41839,28,11920,13
37132,37.4199280314,-76.3774047398,11874,26,11875,22,11876,19,11877,16,11878,16,40327,43
37134,20.6055015852,-90.7009514947,36352,62,35908,48,37264,50,11308,21,11309,17,11310,16
37151,53.7662344297,-56.5202955608,31296,70,25091,69,39083,40,12237,33,12238,24,12239,24
37152,29.3195687304,-91.7606023247,42915,49,35972,42,11558,33,11559,26,11560,21,11561,17
37158,64.6345617207,-40.2730500409,39553,7,19548,6,19549,3,19550,5,N/A,N/A,N/A,N/A
37173,63.9960833805,-52.19466017,42178,39,25288,71,19950,27,19951,25,19952,29,41649,37
37179,46.9191837168,-56.3579917879,22787,31,22788,30,22789,34,36713,62,41166,29,35438,61
37211,27.7933534715,-80.4519534264,40517,0,39050,1,11727,0,11728,0,11729,0,11730,0
37225,54.7579544686,-82.0630091389,43360,42,12513,23,12514,18,12515,18,12516,22,24199,54
37236,29.1577205071,-90.096438089,11583,0,36079,0,11585,0,11584,0,39183,0,37748,0
37242,19.7630106342,-76.6722650739,38943,25,40001,10,34860,52,22958,11,22959,14,22960,20
37247,46.0214390668,-62.4602492991,12095,19,35435,60,12097,20,12098,23,42339,64,42784,25
37255,49.9945281307,-63.0408572213,39461,34,43432,15,40491,31,41487,17,37750,13,41917,39
37257,52.3069617899,-55.268541124,12230,29,12231,23,12232,22,12233,23,40330,43,40715,30
37264,19.8141504158,-91.0007224817,11320,23,35530,70,39500,44,37134,50,11313,29,11314,21
37280,62.9079378834,-76.8992128251,31011,67,12361,36,12362,30,12363,35,42767,42,43408,45
37285,57.6558476018,-77.4130774654,38178,25,41996,30,12398,16,12399,11,12400,12,12401,14
37305,56.8425721091,-61.5567162528,12263,27,12264,22,12265,20,12266,19,12267,19,12268,22
37317,45.1946954588,-61.1939239783,36264,36,34318,50,12082,23,39379,36,39860,29,27288,65
37330,60.2777972423,-45.0068547587,26591,66,20010,32,41251,47,38374,39,20009,35,31110,52
37334,41.2512150663,-72.2280280555,41123,12,41455,8,41396,4,11925,2,11926,3,11924,4
37348,21.5757237321,-76.4007104385,22815,23,25248,44,41956,32,41613,29,22814,18,34992,46
37351,44.4363163157,-66.1777422248,37979,0,37425,0,41523,0,11994,0,11995,0,11996,0
37367,32.4007225308,-80.1415678632,11807,8,11808,6,11809,7,11810,9,34667,34,39585,12
37397,64.3972920135,-78.456033687,31011,54,41800,55,33394,48,21363,30,21364,32,N/A,N/A
37408,30.0524914679,-81.1084275373,11781,16,11782,10,11783,9,11784,14,32973,39,41501,23
37420,24.4416523083,-97.409146352,36772,69,11468,24,38221,31,11470,20,11471,21,11472,22
37422,39.5522031776,-74.3443181476,11903,4,41032,9,40044,9,11899,6,11900,4,11901,3
37423,53.3196166135,-79.7058383858,38410,49,41290,31,38631,53,24106,55,39726,66,12440,27
37425,44.4338358355,-66.1757378729,37351,0,12008,0,12009,0,12010,0,12011,0,12012,0
37426,48.4352121579,-59.5026219019,42051,50,22758,23,22759,18,22760,15,22761,19,39736,30
37464,58.4218519393,-62.046182734,34568,66,28334,49,41840,37,24787,59,12285,26,42838,23
37469,19.9754169882,-74.9355789397,22976,24,22792,25,2222,16,34256,60,35288,54,36953,38
37492,53.6780815622,-82.1155912134,12496,1,37067,2,12492,4,12493,2,12494,1,12495,1
37527,64.1131418265,-74.7808933113,40258,43,36390,55,43408,48,33394,53,21367,37,21368,27
37537,60.7979049455,-47.8827145855,31110,52,40070,33,35067,64,19995,25,42438,33,30779,48
37564,28.6333962182,-95.5479176927,39271,48,35019,64,38734,52,41140,54,11514,33,11515,24
37578,48.8058661588,-53.6453278716,41280,32,42700,34,40128,40,22727,16,22728,11,22729,8
37580,22.4026553115,-78.7225236168,38467,10,22853,6,22854,4,42311,6,22856,4,22857,5
37587,56.8157570817,-76.8231969553,41996,24,12406,10,12407,5,12408,6,12409,9,41307,19
37608,29.5507154149,-94.3522272271,11522,21,11523,11,11524,7,11525,9,11526,13,39271,34
37611,32.626683351,-79.9713841893,39585,4,11816,2,11817,1,11818,1,11819,2,39831,6
37620,21.8368449092,-86.9652503307,42635,50,28035,61,11275,30,11273,36,11274,27,25227,61
37647,20.2352959929,-96.7394150832,41830,5,37838,19,11410,6,11411,3,11412,2,11413,2
37651,56.6629997655,-87.5802689276,41538,19,41798,36,34889,68,32907,66,38124,44,39056,23
37662,19.8933427255,-76.6913652028,22955,2,22956,2,22957,3,22958,6,41908,2,37242,7
37681,62.6512980127,-72.854036583,12351,30,12352,26,12353,29,40706,36,40323,45,36390,48
37686,25.0854744639,-81.0157005613,11698,28,37743,35,42962,46,11699,24,11700,31,27926,65
37706,21.4980710353,-89.8442627673,42692,48,11301,25,11302,20,11303,19,11304,21,40268,25
37714,47.5440751496,-58.3461420241,41539,24,27847,40,41067,15,22764,15,22765,9,22766,8
37727,30.2159428274,-86.070704558,37094,22,11627,14,11628,9,11629,6,11630,16,38900,23
37732,43.3841134832,-70.2097816304,40554,14,41809,13,11954,11,11955,8,11956,8,35511,24
37739,29.6722991618,-93.9136920812,36328,1,11536,0,11537,0,11538,0,11539,1,42324,2
37743,25.5889068153,-81.346427787,37063,29,11693,18,11694,13,11695,10,11696,10,11697,12
37748,29.1565279447,-90.0902085308,11585,0,11586,0,11587,0,11588,0,11589,0,42887,1
37750,50.2209654669,-63.0690348352,12175,4,37255,13,43432,11,12171,8,12172,4,12173,2
37763,21.8284811382,-83.0668738779,25296,53,31216,54,43281,40,22898,44,22899,36,27356,48
37767,21.4314943139,-89.0024524748,11295,4,11296,3,11297,2,11298,4,39088,12,39672,5
37783,64.999979294,-66.5740921692,21215,6,21216,4,21217,3,21218,3,21219,3,N/A,N/A
37790,21.2670163469,-76.2516773043,41956,15,36117,6,22808,3,22809,3,22810,4,22811,6
37800,60.8507454992,-94.1724919366,39428,6,41765,16,12620,4,12621,3,12622,3,12623,4
37821,64.782777229,-52.2204043583,27349,43,19946,22,41649,26,37173,47,N/A,N/A,N/A,N/A
37831,28.9863784168,-83.1787494699,28068,33,39014,23,11655,16,11656,13,11657,17,39467,16
37832,43.865333932,-64.7712739875,12031,13,12032,7,12033,5,12034,5,12035,6,30412,19
37838,20.1391388946,-96.4014042424,37647,19,39361,31,34337,60,11406,24,11407,18,11408,15
37865,23.0107378828,-80.0606885129,22890,9,22888,12,22889,9,28298,29,22891,17,36850,36
37866,20.6688555077,-75.2858713648,36122,26,38552,20,22793,11,22794,7,22795,10,N/A,N/A
37876,63.1847790669,-86.5422451378,24767,43,24770,49,23789,22,23790,25,40697,29,38138,37
37886,62.1621760988,-42.2180966238,30690,22,42857,5,19505,10,19506,6,19507,4,19508,3
37887,42.4540251369,-70.7590406574,11942,12,11943,8,11944,6,11945,6,11946,8,11947,13
37911,21.9072319906,-80.9828383454,34901,21,22904,8,22903,14,42328,9,22905,6,22906,8
37942,27.1502715696,-82.5243042881,40364,23,26519,29,11669,11,11670,7,11671,5,11672,6
37946,49.3977607189,-58.2812732894,22751,10,22752,7,22753,10,39926,15,41406,22,N/A,N/A
37960,19.8962760675,-71.6675359107,42471,10,41868,17,23411,6,23412,3,23413,4,23414,5
37961,58.8456924421,-93.5244652625,38063,16,12600,5,12601,12,35490,21,12599,12,N/A,N/A
37965,61.6528753732,-93.5630665218,38498,0,12646,0,12647,0,12648,0,12649,0,12650,0
37979,44.4348925819,-66.1898890388,39009,2,39524,4,37351,0,11991,1,37425,0,12014,0
37983,19.5072295345,-96.3050471669,39361,8,11402,3,39971,5,11396,1,11397,1,11398,1
37987,62.3306466301,-42.2541624645,19529,2,19530,1,19531,2,35950,2,41527,3,40985,4
38000,48.0965200011,-64.5883721705,41567,57,42145,41,24323,69,12113,32,12114,22,12115,21
38003,21.6209495304,-77.0894180012,22822,1,22823,1,22824,1,22825,1,22826,1,22827,1
38004,42.7633796723,-70.4437591722,37887,23,11947,17,41809,26,11949,17,11948,14,42257,37
38005,45.7143022113,-62.4766004972,37247,18,42784,14,41856,5,12095,5,12090,3,12091,3
38012,53.5175595527,-57.1032747104,37151,25,39083,21,12239,12,12240,6,12241,6,12242,10
38063,59.0561782951,-93.8882675293,40095,28,35490,34,37961,16,12601,10,12602,13,12603,22
38072,58.8082574481,-66.7412823586,42022,38,40264,36,12301,31,12302,24,12303,22,12304,22
38074,20.4445261911,-96.810891692,11423,5,11424,8,11425,13,41830,9,37838,29,37647,13
